"Pill_id","name","logo","image","image_back","break_notch","color","weight","diameter","thickness","place","date","more_infos"
"213","Rolex","Rolex","http://vied12.github.io/pillen/static/pillen/bild1-MoPn1Z.jpg","","False","#acb098","294,82 mg","8,15 mm","5,36 mm","Zürich","2011/12/09",""
"214","WY","WY","http://vied12.github.io/pillen/static/pillen/bild1-5KbBeT.jpg","","True","#890c07","106,39 mg","6,08 mm","3,32 mm","Zürich","2011/12/08",""
"215","X","X","http://vied12.github.io/pillen/static/pillen/bild1-YHAnQu.jpg","","True","#bc6566","337,15 mg","9,9 mm","3,78 mm","Zürich","2011/12/07",""
"216","Diamant","Diamant","http://vied12.github.io/pillen/static/pillen/bild1-VsDkQv.jpg","","True","#9b575f","207,76 mg","8,11 mm","4,71 mm","Zürich","2011/12/07",""
"217","Apple","Apfel","http://vied12.github.io/pillen/static/pillen/bild1-1nL43T.jpg","","False","#789b78","302,6 mg","8,08 mm","5,36 mm","Zürich","2011/12/07",""
"218","Apple","Apple","http://vied12.github.io/pillen/static/pillen/bild1-iLTiAj.jpg","","True","#c7d2d5","240,3 mg","8,0 mm","4,4 mm","Zürich","2011/11/25",""
"219","Apple","Apple","http://vied12.github.io/pillen/static/pillen/bild1-apBXrD.jpg","http://vied12.github.io/pillen/static/pillen/bild2-27vr0e.jpg","False","#a1b3aa,#dde9e1","279,3 mg","8,1 mm","4,9 mm","Zürich","2011/11/18",""
"220","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-kapDZW.jpg","","False","#a26b21","","8,15 mm","5,64 mm","Wien","2011/11/15",""
"221","Lacoste","Lacoste","http://vied12.github.io/pillen/static/pillen/bild1-UhUqrD.jpg","","False","#92cfb3","291.6 mg","8.1 mm","4.6 mm","Zürich","2011/11/12",""
"222","Devine","Devine","http://vied12.github.io/pillen/static/pillen/bild1-PYs0op.jpg","","False","#bd5c31","309.4 mg","9.1 mm","3.9 mm","Zürich","2011/11/11",""
"223","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-ypw0Ss.jpg","","False","#9d5966","294.7 mg","8.0 mm","5.0 mm","Zürich","2011/11/11",""
"224","Apple","Apple","http://vied12.github.io/pillen/static/pillen/bild1-VvzTBg.jpg","http://vied12.github.io/pillen/static/pillen/bild2-xLMrWe.jpg","True","#add4e8,#b1d9eb","283,7 mg","8,0 mm","4,8 mm","Zürich","2011/11/04",""
"225","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-tdU96G.jpg","","True","#9ca4ab","287.6 mg","7.0 mm","6.4 mm","Zürich","2011/10/11",""
"226","Ahorn","Ahorn","http://vied12.github.io/pillen/static/pillen/bild1-U85muU.jpg","","False","#dbbf92","293,3 mg","8,1 mm","4,5 mm","Zürich","2011/09/23",""
"227","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-SJLAYf.jpg","","True","#95aca5","239,3 mg","9,3 mm","3,7 mm","Zürich","2011/09/23",""
"228","Noname","kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-LWCvUG.jpg","","True","#ebded1","87,3 mg","6,1 mm","3,1 mm","Zürich","2011/09/21",""
"229","DC-10","DC-10","http://vied12.github.io/pillen/static/pillen/bild1-ehGtPs.jpg","","False","#efb651","309,3 mg","9,1 mm","3,8 mm","Zürich","2011/09/20",""
"230","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-y9JmLi.jpg","","False","#8c540a","","8,43 mm","3,56 mm","Wien","2011/09/14",""
"231","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-npGtPo.jpg","","False","#82251f","","9,02 mm","5,56 mm","Wien","2011/09/14",""
"232","Delphin","Delphin","http://vied12.github.io/pillen/static/pillen/bild1-5oofbK.jpg","","True","#c8bebe","358,7 mg","9,4 mm","4,3 mm","Zürich","2011/09/09",""
"233","Lacoste","Lacoste","http://vied12.github.io/pillen/static/pillen/bild1-eEHVBJ.jpg","","False","#3fa69d","294,5 mg","8,1 mm","4,6 mm","Zürich","2011/09/06",""
"234","Note","Note","http://vied12.github.io/pillen/static/pillen/bild1-nUGvQs.jpg","http://vied12.github.io/pillen/static/pillen/bild2-MQXWQu.jpg","False","#157d60,#219d6b","210,08 mg","7,37 mm","4,35 mm","Zürich","2011/08/20",""
"235","Fliegenpilz","Fliegenpilz","http://vied12.github.io/pillen/static/pillen/bild1-eClRwB.jpg","http://vied12.github.io/pillen/static/pillen/bild2-8cs6R9.jpg","False","#f5cd8a,#eaba76","138,46 mg","7,08 mm","3,43 mm","Zürich","2011/08/19",""
"236","Delphin","Delphin","http://vied12.github.io/pillen/static/pillen/bild1-obLeJ2.jpg","http://vied12.github.io/pillen/static/pillen/bild2-kttOHG.jpg","True","#b1969b,#b89393","391,88 mg","9,41 mm","4,22 mm","Zürich","2011/08/19",""
"237","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-UdOVcw.jpg","http://vied12.github.io/pillen/static/pillen/bild2-GgxUIj.jpg","True","#80b2aa,#82b8af","259,99 mg","9,26 mm","3,68 mm","Zürich","2011/08/19",""
"238","Rolex","Rolex","http://vied12.github.io/pillen/static/pillen/bild1-VUYIKi.jpg","http://vied12.github.io/pillen/static/pillen/bild2-Wce9fo.jpg","False","#968f89,#c1bbb6","236,95 mg","9,22 mm","3,19 mm","Zürich","2011/08/19",""
"239","Unbekannt","Unbekannt","http://vied12.github.io/pillen/static/pillen/bild1-wCdBv9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-WkhqSP.jpg","False","#bdb4ac,#9a9088","214,98 mg","8,62 mm","4,69 mm","Zürich","2011/08/19",""
"240","VW","VW","http://vied12.github.io/pillen/static/pillen/bild1-ToWlGx.jpg","http://vied12.github.io/pillen/static/pillen/bild2-wNT85H.jpg","False","#d8dacc,#aeb1a0","284,6 mg","8,1 mm","4,8 mm","Zürich","2011/08/09",""
"241","Symbol für Männlichkeit","♂","http://vied12.github.io/pillen/static/pillen/bild1-jTxdrr.jpg","","False","#355215","","ca. 8 mm","4 mm","Wien","2011/07/10",""
"242","Symbol für Weiblichkeit","♀","http://vied12.github.io/pillen/static/pillen/bild1-6826L4.jpg","","False","#486720","","8 mm","4 mm","Wien","2011/07/10",""
"243","VW","VW","http://vied12.github.io/pillen/static/pillen/bild1-0TEKYq.jpg","","False","#6d4c1c","","8 mm","5 mm","Wien","2011/07/10",""
"244","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-Nms3BG.jpg","","True","#424b29","","8,0 mm","6,0 mm","Wien","2011/07/09",""
"245","Rose","Rose","http://vied12.github.io/pillen/static/pillen/bild1-QTvV0s.jpg","","False","#bb9047","","8,0 mm","4,0 mm","Wien","2011/07/09",""
"246","Rolex","Rolex (Krone)","http://vied12.github.io/pillen/static/pillen/bild1-JlmuYH.jpg","","False","#b08120","","ca. 8 mm","3 mm","Wien","2011/07/09",""
"247","Stier","Stier","http://vied12.github.io/pillen/static/pillen/bild1-HEiqSd.jpg","","False","#983c18","","9,0 mm","4,0 mm","Wien","2011/07/08",""
"248","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-HndoV1.jpg","","True","#7e3b0f","","8,0 mm","6,0 mm","Wien","2011/07/08",""
"249","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-5cSlRQ.jpg","","False","#af8137","","8,0 mm","4,0 mm","Wien","2011/07/08",""
